name_subject_y,name_subject_x,slope,intercept,mean_squared_error,static
Tiếng Anh chuyên ngành 1,Tiếng Anh chuyên ngành 1,1.0,0.0,0.0,True
Tiếng Anh chuyên ngành 1,Đề án 1,-0.08455114822546982,8.189665970772442,0.8186915675773803,True
Tiếng Anh chuyên ngành 1,Tin học đại cương,0.05862440198274028,6.629149760277989,1.0420879236030178,True
Tiếng Anh chuyên ngành 1,Tiếng Anh 1,0.15265973201406013,5.936238262412318,0.9636528101801412,True
Tiếng Anh chuyên ngành 1,Pháp luật đại cương,0.24168469139209722,5.501284475630249,1.0087065380445954,True
Tiếng Anh chuyên ngành 1,Luật kinh doanh,-0.052525307278468124,7.956898350792079,0.9411740251610541,True
Tiếng Anh chuyên ngành 1,Kinh tế học,0.11991464898513413,6.865300580175286,1.0386441807105924,True
Tiếng Anh chuyên ngành 1,Tiếng Anh chuyên ngành 2,0.25461012537066813,5.216270273727095,1.009056623732135,True
Tiếng Anh chuyên ngành 1,Đề án 2,0.0029910269192422196,7.608474576271186,0.9454063615604797,True
Tiếng Anh chuyên ngành 1,Tiếng Anh 2,0.19236436478120492,5.747193023723907,0.9984436071100738,True
Tiếng Anh chuyên ngành 1,Giao tiếp kinh doanh,-0.2734010430963492,9.784188855339005,0.8774050100502065,True
Tiếng Anh chuyên ngành 1,Marketing căn bản,0.024842018025484365,7.455719465451153,0.9447911429841299,True
Tiếng Anh chuyên ngành 1,Kỹ thuật đồ họa ứng dụng,-0.013844135344771264,7.726553695036922,0.9718430361251167,True
Tiếng Anh chuyên ngành 1,Nhập môn thương mại điện tử,0.16967407798376993,6.452749554661211,0.9272483117563056,True
Tiếng Anh chuyên ngành 1,Quản trị nguồn nhân lực,-0.046174142480211164,8.024142480211081,0.9434939143756914,True
Tiếng Anh chuyên ngành 1,Tiếng Anh chuyên ngành 3,0.3746106383740495,4.691659008724089,0.9386752604695016,True
Tiếng Anh chuyên ngành 1,Tiếng Anh 3,0.1617369960152411,5.916696273497519,1.0214863115318575,True
Tiếng Anh chuyên ngành 1,Đề án 3,-0.11550892181125774,8.529128950966765,0.9208392415339484,True
Tiếng Anh chuyên ngành 1,Hành vi tổ chức,0,0,nan,False
Tiếng Anh chuyên ngành 1,Marketing điện tử,0.0059514037103923145,7.584608438680019,0.9453930706859935,True
Tiếng Anh chuyên ngành 1,Quản trị bán hàng,0.42253351044559845,4.350126796280641,0.8531043858658175,True
Tiếng Anh chuyên ngành 1,Quảng cáo xúc tiến bán hàng (MCI),-0.11645689410428714,8.565040219551435,0.9304982462138672,True
Tiếng Anh chuyên ngành 1,Thiết kế website,-0.01789723762053387,7.777572087389946,0.9446955131432042,True
Tiếng Anh chuyên ngành 1,Đạo đức trong kinh doanh,0.005092896562738426,7.593782052419568,0.9453806105866074,True
